iid,age,gender,race,imprace,imprelig,goal,date,go_out,career_c,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
220,25.0,1,6.0,1.0,1.0,1.0,5.0,2.0,6.0,10.0,4.0,16.668333166683333,16.668333166683333,16.668333166683333,16.668333166683333,14.808519148085193,18.51814818518148,15.38153815381538,15.38153815381538,15.38153815381538,17.31173117311731,17.31173117311731,19.23192319231923,10.0,10.0,10.0,10.0,10.0,16.9811320754717,15.09433962264151,15.09433962264151,16.9811320754717,16.9811320754717,18.867924528301888,7.0,8.0,8.0,8.0,8.0,9.0,9.0,5.0,10.0,9.0,10.0,10.0,6.0,8.0,10.0,2.0,5.0,5.0,5.0,9.0,5.0,5.0
221,27.0,1,4.0,6.0,1.0,2.0,6.0,3.0,7.0,6.0,4.0,15.558444155584441,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,13.32866713328667,15.688431156884311,19.60803919608039,19.60803919608039,15.688431156884311,17.64823517648235,11.75882411758824,7.0,9.0,9.0,7.0,9.0,25.71428571428571,11.428571428571429,8.571428571428571,27.5,8.571428571428571,17.142857142857142,7.0,8.0,8.0,8.0,8.0,5.0,6.0,3.0,7.0,6.0,3.0,4.0,3.0,7.0,8.0,7.0,8.0,8.0,4.0,4.0,4.0,1.0
222,27.0,1,2.0,8.0,3.0,2.0,6.0,3.0,2.0,3.0,4.0,9.52,19.05,23.81,19.05,4.76,23.81,16.668333166683333,21.42785721427857,7.13928607139286,21.42785721427857,14.288571142885708,19.04809519048095,4.0,9.0,9.0,7.0,4.0,26.31578947368421,15.789473684210526,5.263157894736842,23.684210526315788,7.894736842105263,21.052631578947366,7.0,8.0,8.0,8.0,8.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0
223,28.0,1,2.0,6.0,6.0,2.0,4.0,2.0,2.0,7.0,4.0,17.38826117388261,17.38826117388261,19.56804319568043,19.56804319568043,10.86891310868913,15.218478152184781,27.587241275872408,6.8993100689931,13.788621137886208,20.687931206879313,24.13758624137586,6.8993100689931,7.0,8.0,9.0,7.0,6.0,33.33333333333333,18.51851851851852,7.4074074074074066,25.925925925925924,7.4074074074074066,7.4074074074074066,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0
224,32.0,1,2.0,1.0,3.0,6.0,7.0,4.0,15.0,5.0,4.0,17.241724172417243,17.241724172417243,17.241724172417243,17.241724172417243,13.791379137913792,17.241724172417243,21.737826217378263,19.568043195680435,15.218478152184783,21.737826217378263,4.349565043495651,17.38826117388261,8.0,10.0,8.0,8.0,8.0,19.230769230769234,19.230769230769234,15.384615384615385,19.230769230769234,9.615384615384617,17.307692307692307,7.0,8.0,8.0,8.0,8.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.375,4.0,1.0,8.0
225,28.0,1,3.0,4.0,9.0,1.0,7.0,2.0,7.0,4.0,4.0,14.707058588282344,14.707058588282344,14.707058588282344,14.707058588282344,20.585882823435313,20.585882823435313,19.51195119511951,14.63146314631463,19.51195119511951,19.51195119511951,12.201220122012199,14.63146314631463,5.0,9.0,6.5,7.0,7.0,22.22222222222222,16.666666666666664,11.11111111111111,13.88888888888889,16.666666666666664,19.444444444444446,7.0,8.0,8.0,8.0,8.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0
226,23.0,1,2.0,1.0,3.0,2.0,3.0,1.0,6.0,3.0,4.0,25.639999999999997,17.949999999999996,15.379999999999999,20.509999999999998,10.259999999999998,10.259999999999998,19.048095190480954,16.668333166683336,19.048095190480954,11.898810118988102,19.048095190480954,14.288571142885711,10.0,10.0,10.0,10.0,10.0,27.77777777777778,8.333333333333332,16.666666666666664,16.666666666666664,8.333333333333332,22.22222222222222,7.0,8.0,8.0,8.0,8.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0
227,26.0,1,2.0,7.0,7.0,2.0,6.0,3.0,7.0,5.0,4.0,20.0,16.0,18.0,16.0,16.0,14.000000000000002,15.686862627474504,15.686862627474504,17.646470705858825,15.686862627474504,17.646470705858825,17.646470705858825,7.0,10.0,10.0,8.0,10.0,20.833333333333336,16.666666666666664,16.666666666666664,16.666666666666664,12.5,16.666666666666664,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0
228,24.0,1,4.0,1.0,4.0,3.0,7.0,3.0,2.0,7.0,4.0,13.511351135113511,18.921892189218923,21.62216221622162,13.511351135113511,13.511351135113511,18.921892189218923,15.38153815381538,10.26102610261026,20.512051205120514,20.512051205120514,15.38153815381538,17.951795179517948,5.0,8.0,7.0,4.0,8.0,23.52941176470588,8.823529411764707,14.705882352941178,20.588235294117645,11.76470588235294,20.588235294117645,7.0,8.0,8.0,8.0,8.0,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0
229,28.0,1,2.0,7.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,21.429999999999996,16.669999999999998,21.429999999999996,16.669999999999998,11.899999999999999,11.899999999999999,15.218478152184781,19.56804319568043,15.218478152184781,17.38826117388261,21.73782621737826,10.86891310868913,8.0,7.0,10.0,5.0,10.0,33.33333333333333,13.333333333333334,13.333333333333334,27.5,3.3333333333333335,3.3333333333333335,7.0,8.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,2.625,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.375,6.0,1.0,1.0
230,34.0,1,2.0,5.0,1.0,2.0,7.0,3.0,7.0,5.0,4.0,23.810000000000002,23.810000000000002,23.810000000000002,23.810000000000002,2.3800000000000003,2.3800000000000003,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,6.0,6.5,6.5,6.0,6.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,1.0,1.0,2.0,4.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0
231,30.0,1,3.0,1.0,1.0,1.0,6.0,3.0,9.0,5.0,4.0,18.5981401859814,20.92790720927907,23.25767423257674,23.25767423257674,2.3297670232976704,11.62883711628837,18.181818181818183,11.361136113611362,15.911591159115911,18.181818181818183,20.452045204520452,15.911591159115911,8.0,8.0,9.0,8.0,4.0,21.951219512195124,7.317073170731707,9.75609756097561,21.951219512195124,19.51219512195122,19.51219512195122,7.0,8.0,8.0,8.0,8.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0
232,31.0,1,2.0,4.0,7.0,2.0,5.0,4.0,9.0,4.0,4.0,17.778222177782222,17.778222177782222,17.778222177782222,17.778222177782222,13.32866713328667,15.558444155584441,19.15191519151915,17.021702170217022,17.021702170217022,17.021702170217022,14.891489148914893,14.891489148914893,8.0,8.0,8.0,8.0,6.0,20.0,15.555555555555555,17.77777777777778,15.555555555555555,15.555555555555555,15.555555555555555,7.0,8.0,8.0,8.0,8.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0
233,29.0,1,4.0,1.0,1.0,1.0,3.0,2.0,7.0,7.0,4.0,14.000000000000002,20.0,18.0,16.0,14.000000000000002,18.0,14.000000000000002,20.0,14.000000000000002,18.0,16.0,18.0,7.0,8.0,7.0,8.0,8.0,15.555555555555555,17.77777777777778,15.555555555555555,17.77777777777778,15.555555555555555,17.77777777777778,7.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0
234,22.0,0,6.0,1.0,5.0,3.0,7.0,3.0,2.0,5.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,70.0,1.0,1.0,7.5,10.0,10.0,7.0,7.0,8.0,8.0,10.0,10.0,20.0,20.0,20.0,15.0,15.0,9.0,6.0,9.0,6.0,10.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0
235,23.0,0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,15.0,15.0,20.0,20.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,8.0,9.0,9.0,20.0,15.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,9.0,9.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0
236,24.0,0,4.0,3.0,3.0,2.0,7.0,1.0,2.0,7.0,4.0,15.0,20.0,15.0,20.0,15.0,15.0,30.0,10.0,10.0,27.5,10.0,10.0,7.0,9.0,8.0,10.0,8.0,25.0,15.0,15.0,20.0,15.0,10.0,8.0,9.0,8.0,10.0,9.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0
237,34.0,0,2.0,10.0,1.0,3.0,7.0,4.0,6.0,4.0,4.0,10.0,20.0,20.0,20.0,20.0,10.0,30.0,5.0,15.0,27.5,10.0,10.0,8.0,10.0,8.0,7.0,8.0,30.0,10.0,10.0,27.5,10.0,10.0,8.0,10.0,9.0,7.0,10.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.375,9.0,2.0,10.0
238,27.0,0,2.0,3.0,5.0,1.0,2.0,1.0,6.0,5.0,4.0,15.0,20.0,20.0,15.0,15.0,15.0,50.0,10.0,10.0,25.0,0.0,5.0,10.0,9.0,9.0,10.0,8.0,40.0,10.0,25.0,10.0,10.0,5.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0
239,34.0,0,2.0,6.0,6.0,2.0,6.0,3.0,7.0,7.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,9.0,7.0,4.0,20.0,15.0,15.0,15.0,20.0,15.0,7.0,10.0,8.0,7.0,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0
240,26.0,0,4.0,1.0,1.0,1.0,6.0,3.0,6.0,2.0,4.0,10.0,27.60985302939412,30.0,10.0,10.0,10.0,40.0,5.0,10.0,25.0,10.0,10.0,3.0,8.0,6.5,5.0,6.0,40.0,5.0,10.0,25.0,10.0,10.0,3.0,5.0,6.5,3.0,4.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,13.5,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0
241,29.0,0,4.0,1.0,1.0,2.0,4.0,2.0,7.0,2.0,4.0,40.0,7.316911617676465,8.702327607760777,7.5,2.0,2.0,70.0,5.0,2.0,7.5,0.0,5.0,8.0,10.0,8.0,8.0,8.0,15.0,29.117647058823533,15.0,10.0,10.0,15.0,8.0,10.0,8.0,8.0,8.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0
242,26.0,0,3.0,3.0,3.0,3.0,7.0,3.0,2.0,6.0,4.0,20.0,20.0,25.0,20.0,5.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,7.0,4.0,25.0,15.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,7.0,8.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0
243,27.0,1,2.0,2.0,3.0,2.0,6.0,2.0,2.0,6.0,4.0,20.0,20.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0,7.0,9.0,9.0,8.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0,7.0,8.0,9.0,6.0,6.0,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0
244,28.0,1,2.0,8.0,9.0,2.0,5.0,3.0,7.0,5.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,7.0,10.0,10.0,7.0,10.0,40.0,10.0,10.0,27.5,5.0,5.0,7.0,9.0,10.0,8.0,9.0,5.0,2.0,10.0,8.0,6.0,4.0,9.0,1.0,3.0,12.0,9.0,8.0,9.0,3.0,4.0,3.0,1.0
245,32.0,1,2.0,1.0,6.0,4.0,5.0,2.0,1.0,2.0,4.0,18.0,10.0,30.0,10.0,10.0,22.0,25.0,11.0,11.0,18.0,20.0,15.0,5.0,7.0,8.0,6.0,7.0,30.0,10.0,12.0,18.0,15.0,15.0,6.0,7.0,9.0,7.0,6.0,3.0,1.0,2.0,6.0,7.0,8.0,4.0,8.0,6.0,9.0,2.0,7.0,8.0,6.0,6.0,1.0,6.0
246,25.0,1,2.0,7.0,1.0,1.0,7.0,6.0,2.0,3.0,4.0,35.0,20.0,10.0,20.0,10.0,5.0,40.0,5.0,5.0,27.5,15.0,5.0,7.0,8.0,7.0,6.0,6.0,45.0,5.0,5.0,27.5,5.0,10.0,7.0,7.0,6.5,6.0,4.0,6.0,5.0,5.0,7.0,5.0,5.0,3.0,2.0,6.0,8.0,8.0,9.0,9.0,8.0,9.0,5.0,2.0
247,25.0,1,4.0,1.0,1.0,1.0,6.0,4.0,2.0,6.0,4.0,20.0,27.60985302939412,10.0,15.0,0.0,25.0,30.0,12.0,20.0,23.0,5.0,10.0,5.0,10.0,8.0,4.0,4.0,35.0,20.0,5.0,25.0,0.0,15.0,3.0,8.0,6.5,2.0,4.0,5.0,4.0,7.0,4.0,3.0,2.0,9.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,6.0
248,27.0,1,6.0,1.0,1.0,1.0,4.0,1.0,7.0,6.0,4.0,25.0,15.0,20.0,20.0,15.0,5.0,20.0,15.0,15.0,25.0,20.0,5.0,5.0,6.5,8.0,8.0,8.0,35.0,5.0,15.0,27.5,5.0,10.0,5.0,8.0,6.5,8.0,7.0,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0
249,33.0,1,6.0,2.0,7.0,2.0,3.0,1.0,7.0,5.0,4.0,22.0,22.0,15.0,15.0,5.0,21.0,15.0,15.0,25.0,10.0,25.0,10.0,7.0,9.0,10.0,7.0,7.0,35.0,15.0,5.0,25.0,5.0,20.0,7.0,9.0,10.0,7.0,7.0,7.0,9.0,1.0,10.0,8.0,6.0,1.0,1.0,6.0,10.0,7.0,3.0,8.0,8.0,5.0,4.0,1.0
250,25.0,1,6.0,1.0,1.0,4.0,2.0,1.0,2.0,7.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,30.0,20.0,10.0,20.0,5.0,15.0,10.0,9.0,10.0,9.0,10.0,7.0,2.0,8.0,10.0,10.0,10.0,6.0,1.0,2.0,10.0,1.0,9.0,9.0,10.0,10.0,6.0,5.0
251,33.0,1,6.0,2.0,2.0,6.0,4.0,1.0,10.0,5.0,4.0,19.0,19.0,19.0,19.0,19.0,5.0,13.0,20.0,30.0,15.0,15.0,7.0,8.0,10.0,10.0,9.0,9.0,30.0,10.0,30.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0
252,28.0,0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,10.0,4.0,0.0,25.0,25.0,25.0,25.0,0.0,20.0,5.0,20.0,20.0,20.0,15.0,9.0,9.0,9.0,9.0,10.0,30.0,20.0,10.0,27.5,0.0,10.0,9.0,10.0,8.0,7.0,7.0,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0
253,33.0,0,4.0,1.0,1.0,2.0,6.0,6.0,2.0,7.0,4.0,25.0,27.60985302939412,10.0,10.0,5.0,20.0,40.0,20.0,5.0,20.0,5.0,20.0,8.0,10.0,8.0,9.0,7.0,30.0,20.0,10.0,25.0,5.0,20.0,8.0,10.0,9.0,9.0,9.0,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0
254,22.0,0,2.0,8.0,3.0,2.0,6.0,2.0,2.0,6.0,4.0,25.0,7.316911617676465,25.0,25.0,8.0,10.0,30.0,15.0,10.0,25.0,10.0,10.0,8.0,7.0,10.0,8.0,8.0,25.0,10.0,15.0,15.0,15.0,20.0,7.0,6.0,10.0,9.0,9.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0
255,26.0,0,4.0,3.0,1.0,1.0,7.0,3.0,4.0,6.0,4.0,16.67,16.67,16.67,16.67,16.67,16.67,50.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,7.0,6.0,6.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.5,6.0,6.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0
256,24.0,0,4.0,6.0,5.0,2.0,6.0,4.0,4.0,6.0,4.0,15.0,25.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,25.0,5.0,10.0,6.0,9.0,8.0,6.0,6.0,20.0,15.0,15.0,20.0,10.0,20.0,7.0,7.0,8.0,6.0,7.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0
257,24.0,0,2.0,5.0,6.0,2.0,5.0,1.0,2.0,3.0,4.0,22.0,14.0,30.0,10.0,14.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,7.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,9.0,9.0,7.0,10.0,7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0
258,25.0,0,6.0,1.0,10.0,1.0,6.0,1.0,2.0,6.0,4.0,7.0,27.60985302939412,20.0,20.0,5.0,13.0,50.0,8.0,9.0,17.0,5.0,11.0,6.0,10.0,9.0,8.0,5.0,18.0,13.0,14.0,10.0,29.710144927536238,12.0,6.0,10.0,8.0,7.0,6.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.375,6.0,6.0,2.0
259,25.0,0,2.0,2.0,2.0,2.0,7.0,1.0,2.0,5.0,4.0,15.0,18.0,19.0,19.0,17.0,12.0,17.0,18.0,16.0,18.0,13.0,18.0,7.0,9.0,8.0,8.0,9.0,15.0,17.0,16.0,18.0,17.0,17.0,7.0,6.0,8.0,8.0,9.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0
260,27.0,0,4.0,4.0,4.0,2.0,7.0,3.0,2.0,6.0,4.0,19.0,20.0,19.0,14.0,13.0,15.0,19.0,20.0,19.0,14.0,13.0,15.0,6.0,9.0,9.0,7.0,6.0,25.0,10.0,20.0,20.0,15.0,10.0,6.0,9.0,9.0,7.0,9.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0
261,26.0,0,4.0,1.0,4.0,1.0,7.0,2.0,2.0,3.0,4.0,15.0,20.0,20.0,20.0,15.0,10.0,45.0,10.0,10.0,20.0,5.0,10.0,5.0,8.0,7.0,7.0,8.0,30.0,15.0,15.0,20.0,10.0,10.0,5.0,8.0,8.0,6.0,9.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0
262,29.0,0,2.0,1.0,10.0,6.0,6.0,3.0,10.0,2.0,4.0,10.0,27.60985302939412,20.0,20.0,0.0,10.0,20.0,10.0,10.0,20.0,10.0,24.065233789191378,6.0,10.0,9.0,5.0,4.0,17.0,17.0,17.0,17.0,16.0,16.0,6.0,10.0,9.0,4.0,5.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0
263,26.0,0,1.0,9.0,10.0,1.0,6.0,2.0,10.0,2.0,4.0,20.0,20.0,20.0,10.0,20.0,10.0,50.0,30.0,5.0,7.5,5.0,5.0,8.0,8.0,8.0,8.0,5.0,10.0,29.117647058823533,30.0,7.5,20.0,5.0,8.0,7.0,10.0,9.0,8.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0
264,26.0,0,2.0,1.0,3.0,1.0,6.0,2.0,2.0,3.0,4.0,15.0,15.0,25.0,20.0,5.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,7.0,9.0,8.0,5.0,30.0,10.0,10.0,20.0,15.0,15.0,8.0,7.0,9.0,8.0,6.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.375,6.0,2.0,1.0
265,32.0,0,2.0,3.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,15.0,7.316911617676465,31.610603435343535,10.0,15.0,10.0,68.0,5.0,10.0,10.0,2.0,5.0,7.0,9.0,10.0,7.0,10.0,40.0,5.0,20.0,15.0,2.0,18.0,6.0,10.0,10.0,4.0,7.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0
266,28.0,0,2.0,2.0,2.0,2.0,7.0,3.0,10.0,4.0,4.0,25.0,20.0,20.0,25.0,0.0,10.0,39.0,20.0,15.0,20.0,0.0,6.0,8.0,8.0,7.0,7.0,4.0,30.0,10.0,10.0,20.0,20.0,10.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0
267,26.0,0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,20.0,27.60985302939412,10.0,15.0,10.0,15.0,20.0,30.0,20.0,10.0,20.0,10.0,7.0,6.5,7.0,5.0,7.0,20.0,20.0,20.0,10.0,20.0,10.0,6.0,6.0,7.0,6.0,5.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,4.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0
268,24.0,0,3.0,1.0,1.0,5.0,6.0,1.0,4.0,5.0,4.0,30.0,20.0,20.0,10.0,15.0,5.0,30.0,10.0,15.0,20.0,10.0,15.0,9.0,9.0,9.0,8.0,9.0,30.0,15.0,15.0,15.0,10.0,15.0,9.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
269,24.0,0,2.0,4.0,5.0,2.0,6.0,2.0,2.0,6.0,4.0,20.0,10.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,27.5,5.0,10.0,8.0,8.0,8.0,6.0,7.0,30.0,5.0,20.0,27.5,5.0,10.0,7.0,6.0,7.0,4.0,8.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0
270,23.0,0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,5.0,4.0,16.0,16.0,19.0,17.0,14.0,18.0,19.0,13.0,17.0,19.0,16.0,16.0,5.0,6.5,8.0,7.0,6.0,18.0,15.0,16.0,17.0,18.0,16.0,5.0,5.0,8.0,7.0,5.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0
271,23.0,0,2.0,10.0,9.0,2.0,4.0,1.0,11.0,8.0,4.0,10.0,15.0,31.610603435343535,15.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0
272,25.0,0,2.0,10.0,10.0,2.0,4.0,1.0,11.0,8.0,4.0,25.0,20.0,25.0,25.0,5.0,0.0,40.0,10.0,10.0,27.5,10.0,1.5608597264851731,9.0,10.0,9.0,10.0,10.0,40.0,10.0,10.0,27.5,10.0,3.552713678800501e-15,9.0,10.0,9.0,10.0,10.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0
273,29.0,1,2.0,8.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,30.0,25.0,18.0,18.0,4.0,5.0,17.0,15.0,23.0,20.0,15.0,10.0,7.0,10.0,7.0,5.0,7.0,37.0,10.0,11.0,20.0,5.0,17.0,6.0,9.0,9.0,6.0,8.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,4.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0
274,24.0,1,3.0,3.0,3.0,3.0,4.0,2.0,2.0,6.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,5.0,7.0,7.0,9.0,10.0,9.0,40.0,5.0,10.0,27.5,10.0,5.0,7.0,8.0,9.0,9.0,8.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0
275,21.0,1,2.0,1.0,1.0,2.0,4.0,3.0,7.0,6.0,4.0,25.0,10.0,25.0,7.5,10.0,25.0,10.0,15.0,20.0,15.0,15.0,24.065233789191378,10.0,7.0,10.0,6.0,10.0,20.0,15.0,15.0,15.0,10.0,25.0,9.0,6.0,10.0,5.0,10.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0
